log_id,timestamp,endpoint,method,status_code,response_time_ms,error_type,user_id,ip_address
10493,2026-03-30 03:58:09,/api/health,GET,200,25,,,24.206.145.93
9360,2026-03-30 03:58:59,/api/products,DELETE,200,251,,932ce100,42.203.189.141
9978,2026-03-30 04:02:50,/api/reports,POST,400,1412,Bad Request,27d8520b,72.77.129.87
2060,2026-03-30 04:05:06,/api/payments,POST,200,578,,56363b38,130.143.252.158
7153,2026-03-30 04:05:31,/api/products,POST,200,112,,614dcec0,86.12.104.216
6970,2026-03-30 04:06:30,/api/products,POST,200,286,,865fe4bf,170.93.186.204
2514,2026-03-30 04:09:21,/api/payments,PUT,404,374,Not Found,59243b19,111.68.66.117
1795,2026-03-30 04:10:51,/api/users,GET,200,307,,04c74d0f,17.211.167.220
10370,2026-03-30 04:11:14,/api/payments,PUT,204,481,,3213f1c5,205.182.25.161
9047,2026-03-30 04:12:14,/api/payments,GET,404,502,Not Found,42471762,123.120.134.136
6877,2026-03-30 04:15:03,/api/reports,DELETE,200,1027,,4f2b72a4,162.26.185.242
3669,2026-03-30 04:16:49,/api/auth/login,GET,200,131,,,152.217.63.193
8364,2026-03-30 04:18:36,/api/payments,DELETE,200,265,,346df641,72.74.26.67
8268,2026-03-30 04:19:10,/api/payments,POST,200,293,,38359f8d,136.43.253.200
1232,2026-03-30 04:20:26,/api/notifications,DELETE,200,214,,7c4b9386,23.82.173.210
1973,2026-03-30 04:25:05,/api/payments,GET,200,264,,,94.19.221.90
10452,2026-03-30 04:29:13,/api/payments,PUT,200,464,,b4ac4c21,140.169.100.61
7303,2026-03-30 04:32:31,/api/notifications,GET,201,182,,255b30c0,86.198.142.24
6087,2026-03-30 04:32:55,/api/products,DELETE,400,166,Bad Request,3b05117c,183.157.202.134
7084,2026-03-30 04:34:33,/api/reports,GET,200,1372,,6ca47ebb,164.86.2.180
6386,2026-03-30 04:38:33,/api/auth/login,DELETE,200,389,,,50.185.195.215
9767,2026-03-30 04:43:20,/api/users,GET,200,126,,82f80179,50.65.107.122
6129,2026-03-30 04:52:58,/api/auth/logout,POST,200,10,,8bc9d566,65.235.175.132
7101,2026-03-30 04:57:21,/api/auth/logout,PUT,200,166,,018a3935,38.31.219.138
810,2026-03-30 04:58:04,/api/health,GET,204,17,,,205.165.64.144
8085,2026-03-30 04:59:55,/api/products,DELETE,200,201,,4d4b30b4,85.208.5.240
9514,2026-03-30 05:01:02,/api/auth/logout,POST,200,101,,0224f36b,146.226.54.53
2979,2026-03-30 05:07:40,/api/orders,DELETE,200,401,,35791477,73.198.99.52
6266,2026-03-30 05:13:27,/api/orders,POST,200,170,,9b7726a5,38.209.36.132
4834,2026-03-30 05:18:43,/api/orders,GET,201,78,,c27562e0,104.164.110.60
2482,2026-03-30 05:21:40,/api/users,DELETE,200,10,,3bd834bb,29.155.231.98
9873,2026-03-30 05:26:12,/api/users,DELETE,200,119,,e7b864e9,66.7.206.30
2321,2026-03-30 05:26:51,/api/orders,POST,200,378,,4dce769d,106.201.230.29
334,2026-03-30 05:32:53,/api/orders,PUT,200,76,,548d6166,81.212.100.122
7986,2026-03-30 05:42:56,/api/search,POST,200,488,,b26ae4c6,217.186.158.75
1404,2026-03-30 05:43:11,/api/auth/login,DELETE,500,186,Internal Server Error,7f973371,103.155.90.102
3303,2026-03-30 05:43:31,/api/payments,DELETE,401,317,Unauthorized,efab7bd2,171.105.201.13
5263,2026-03-30 05:44:26,/api/search,PUT,201,698,,1f2abf7c,177.143.81.19
2858,2026-03-30 05:44:50,/api/auth/login,POST,200,270,,1399fda2,167.111.33.149
961,2026-03-30 05:47:07,/api/search,GET,201,242,,1d6253d8,37.253.154.166
4433,2026-03-30 06:07:50,/api/reports,PUT,200,1298,,c38ff69d,65.89.218.234
826,2026-03-30 06:11:38,/api/auth/login,POST,200,260,,4efdd8a9,57.118.13.137
10418,2026-03-30 06:34:58,/api/auth/logout,PUT,200,48,,ae6736c4,137.45.223.47
8131,2026-03-30 06:36:18,/api/reports,GET,200,817,,7a013e62,92.248.148.50
7355,2026-03-30 06:39:44,/api/notifications,PUT,200,195,,826ec1f0,185.179.173.218
5676,2026-03-30 06:40:52,/api/orders,GET,200,127,,d758b5e1,17.187.197.147
6460,2026-03-30 06:48:37,/api/notifications,GET,200,23,,49249439,77.179.5.103
10360,2026-03-30 06:52:12,/api/products,GET,400,187,Bad Request,5ed59b97,221.192.53.240
1411,2026-03-30 06:55:06,/api/notifications,POST,200,72,,e8d274a1,218.183.95.255
2727,2026-03-30 06:57:43,/api/orders,PUT,200,318,,b8457982,215.171.139.152
6300,2026-03-30 06:59:45,/api/products,DELETE,200,150,,,195.204.237.4
8837,2026-03-30 07:02:02,/api/users,PUT,200,230,,14f684b9,117.95.66.5
4414,2026-03-30 07:16:14,/api/health,GET,200,36,,b3420974,94.56.86.77
9958,2026-03-30 07:24:41,/api/search,DELETE,404,670,Not Found,8ff64498,139.12.219.78
7487,2026-03-30 07:28:33,/api/search,DELETE,200,421,,,79.153.36.23
6692,2026-03-30 07:30:01,/api/users,PUT,200,243,,4d5b4a59,61.149.247.104
986,2026-03-30 07:31:15,/api/auth/login,POST,200,116,,1aaf289f,22.241.218.169
7471,2026-03-30 07:33:19,/api/notifications,DELETE,200,269,,b587d4f1,222.107.10.174
465,2026-03-30 07:48:39,/api/auth/logout,DELETE,200,147,,4fd7392d,171.113.17.99
9501,2026-03-30 07:53:08,/api/auth/logout,PUT,201,51,,50f1c195,119.145.60.197
1272,2026-03-30 07:53:23,/api/orders,PUT,200,450,,6e8fd04b,26.100.237.37
8624,2026-03-30 07:55:16,/api/reports,DELETE,200,556,,,47.227.51.190
9048,2026-03-30 08:00:47,/api/auth/logout,DELETE,200,101,,b981e4ba,132.164.251.251
8138,2026-03-30 08:00:49,/api/products,PUT,404,185,Not Found,1c280ddd,141.23.201.168
5866,2026-03-30 08:21:02,/api/orders,POST,200,206,,90be37ca,175.248.236.147
2941,2026-03-30 08:24:35,/api/search,GET,200,589,,0499a89d,172.107.130.186
3475,2026-03-30 08:24:45,/api/search,POST,200,265,,bd8b52a8,163.206.139.43
9468,2026-03-30 08:25:14,/api/notifications,DELETE,201,243,,45021c17,191.222.40.51
8360,2026-03-30 08:36:24,/api/products,DELETE,200,205,,6a534a2a,38.23.41.183
4738,2026-03-30 08:38:04,/api/products,PUT,200,54,,d62512dd,214.164.182.155
589,2026-03-30 08:42:05,/api/health,GET,200,54,,e915004f,176.227.155.132
8280,2026-03-30 08:42:54,/api/payments,DELETE,500,612,Internal Server Error,dbe07d3e,219.76.193.125
8312,2026-03-30 08:59:10,/api/notifications,PUT,200,163,,,214.141.186.39
2362,2026-03-30 09:03:23,/api/users,PUT,200,230,,eb246589,171.210.184.134
6218,2026-03-30 09:03:49,/api/users,POST,200,280,,9a73d0a1,130.22.75.83
7092,2026-03-30 09:05:45,/api/orders,GET,200,260,,25e0f139,47.212.36.71
1304,2026-03-30 09:07:46,/api/notifications,GET,400,127,Bad Request,b2d2025a,34.52.65.55
5459,2026-03-30 09:08:06,/api/payments,GET,204,590,,08fb8529,199.65.226.165
7259,2026-03-30 09:09:40,/api/payments,PUT,400,451,Bad Request,5d8d0dea,72.1.243.229
5041,2026-03-30 09:10:57,/api/health,GET,400,51,Bad Request,da13c93c,17.238.153.26
590,2026-03-30 09:22:47,/api/payments,GET,200,580,,31417b54,177.53.135.76
4906,2026-03-30 09:23:15,/api/orders,POST,201,348,,deee047f,73.235.138.61
3218,2026-03-30 09:27:54,/api/search,PUT,200,1375,,,65.165.132.211
306,2026-03-30 09:29:06,/api/payments,GET,200,289,,0afa5138,126.5.119.212
1480,2026-03-30 09:33:40,/api/search,POST,200,464,,79e5703d,148.117.207.2
6990,2026-03-30 09:45:14,/api/search,POST,200,1140,,56da83bf,222.80.240.15
3271,2026-03-30 09:50:08,/api/reports,DELETE,500,1917,Internal Server Error,52cbcaf4,52.65.76.160
141,2026-03-30 10:03:22,/api/search,DELETE,200,257,,dca2c6aa,221.221.206.79
3382,2026-03-30 10:08:18,/api/users,DELETE,200,303,,a2e32708,82.231.19.216
2091,2026-03-30 10:12:54,/api/auth/logout,GET,500,404,Internal Server Error,cbab8587,200.8.254.85
3805,2026-03-30 10:15:03,/api/search,DELETE,200,585,,1faf8f18,126.127.231.175
3766,2026-03-30 10:17:53,/api/notifications,DELETE,500,127,Internal Server Error,,214.251.12.190
9247,2026-03-30 10:30:19,/api/notifications,DELETE,200,143,,d3360993,59.19.130.38
4581,2026-03-30 10:32:58,/api/reports,DELETE,404,757,Not Found,a5cde416,101.9.191.227
8948,2026-03-30 10:34:15,/api/auth/logout,DELETE,200,10,,25363c5a,169.237.83.8
9443,2026-03-30 10:38:13,/api/search,GET,200,675,,21843bbc,205.204.161.182
2453,2026-03-30 10:43:29,/api/reports,PUT,401,553,Unauthorized,b2273c62,96.110.25.93
9639,2026-03-30 10:43:30,/api/orders,PUT,200,483,,,85.209.176.84
9348,2026-03-30 10:47:25,/api/notifications,DELETE,200,138,,,112.12.101.159
390,2026-03-30 10:58:46,/api/payments,GET,404,578,Not Found,270e7561,100.175.97.38
9291,2026-03-30 11:00:34,/api/payments,GET,201,471,,9d569212,119.245.146.2
7466,2026-03-30 11:01:12,/api/search,POST,200,956,,57e2c78f,219.244.151.134
9143,2026-03-30 11:01:40,/api/users,GET,200,371,,bda55841,23.51.186.137
8877,2026-03-30 11:07:40,/api/payments,GET,200,745,,,59.12.239.31
4040,2026-03-30 11:07:45,/api/products,POST,200,102,,43700ddc,215.154.134.171
2619,2026-03-30 11:09:23,/api/notifications,POST,400,10,Bad Request,,148.126.220.243
549,2026-03-30 11:13:40,/api/notifications,POST,200,18,,7a38baef,157.159.255.60
8646,2026-03-30 11:14:17,/api/notifications,PUT,200,200,,50ad8c09,45.254.245.198
8865,2026-03-30 11:15:49,/api/search,DELETE,400,997,Bad Request,dc8c41c2,42.211.38.38
5913,2026-03-30 11:17:43,/api/notifications,GET,200,208,,0a26748f,88.20.234.177
437,2026-03-30 11:19:19,/api/search,PUT,502,1515,Bad Gateway,74c91320,48.165.172.94
5381,2026-03-30 11:19:39,/api/health,PUT,200,18,,,31.65.22.76
5419,2026-03-30 11:21:58,/api/health,GET,200,26,,8b53fa11,189.241.121.158
1604,2026-03-30 11:23:46,/api/orders,POST,401,242,Unauthorized,33699ad2,64.76.51.39
6198,2026-03-30 11:25:10,/api/orders,PUT,200,322,,b07195c0,2.187.96.81
5190,2026-03-30 11:28:19,/api/orders,GET,500,762,Internal Server Error,,106.130.38.216
4301,2026-03-30 11:29:32,/api/notifications,DELETE,200,53,,255d78e8,181.146.54.7
5280,2026-03-30 11:32:35,/api/reports,DELETE,200,548,,ac67c398,28.147.183.98
4591,2026-03-30 11:44:14,/api/health,DELETE,201,26,,07994213,4.57.214.92
1553,2026-03-30 11:54:57,/api/health,GET,201,10,,1a71bc2f,23.10.63.160
3100,2026-03-30 11:55:27,/api/payments,PUT,200,367,,954c4c8d,158.86.96.146
3298,2026-03-30 11:57:57,/api/products,GET,502,396,Bad Gateway,b52f6b0d,193.60.112.109
8872,2026-03-30 12:19:54,/api/auth/login,POST,401,219,Unauthorized,3c1dfb34,184.32.206.77
3326,2026-03-30 12:30:08,/api/notifications,DELETE,200,140,,a1063943,108.146.141.140
7157,2026-03-30 12:33:47,/api/auth/logout,DELETE,200,60,,af380ca6,92.203.19.91
1609,2026-03-30 12:36:30,/api/reports,POST,200,1695,,9e1fc47a,206.6.90.151
1488,2026-03-30 12:40:24,/api/payments,PUT,200,99,,183c0582,53.241.223.237
7615,2026-03-30 12:44:59,/api/search,GET,500,2040,Internal Server Error,55fe89b9,133.168.186.113
3668,2026-03-30 12:46:48,/api/search,PUT,201,323,,eb4b0467,141.74.171.200
4138,2026-03-30 12:47:14,/api/orders,POST,200,199,,f75eb0e6,217.12.243.156
4735,2026-03-30 12:52:10,/api/orders,DELETE,200,284,,b7ff9aac,184.39.195.177
5135,2026-03-30 12:54:19,/api/users,POST,200,393,,,205.62.193.56
7713,2026-03-30 12:54:45,/api/users,GET,502,667,Bad Gateway,6389d38e,140.63.7.230
8568,2026-03-30 12:55:33,/api/auth/login,GET,200,450,,09f4bd27,67.16.79.146
9496,2026-03-30 12:56:18,/api/auth/login,PUT,200,269,,0c30b420,141.134.217.173
3415,2026-03-30 12:57:23,/api/auth/logout,POST,200,107,,4530ba89,191.250.132.43
8539,2026-03-30 13:06:38,/api/auth/logout,DELETE,404,76,Not Found,8bc48934,71.179.251.240
8472,2026-03-30 13:07:10,/api/reports,GET,201,963,,7028b9ff,19.225.127.99
4332,2026-03-30 13:08:30,/api/payments,GET,404,336,Not Found,,140.66.244.247
7261,2026-03-30 13:16:30,/api/payments,GET,200,326,,4a394605,114.8.162.76
1868,2026-03-30 13:17:19,/api/notifications,POST,200,66,,2e8f1180,200.53.222.133
4908,2026-03-30 13:17:50,/api/products,PUT,200,215,,08d4bcb2,10.31.182.240
3358,2026-03-30 13:24:25,/api/search,GET,200,1330,,6dcc427e,104.115.227.103
4,2026-03-30 13:24:41,/api/search,DELETE,200,755,,f22d0c80,58.206.255.37
6881,2026-03-30 13:28:30,/api/users,POST,200,48,,470ae242,106.157.121.155
6537,2026-03-30 13:28:31,/api/payments,PUT,201,736,,7a51041d,11.15.1.57
6456,2026-03-30 13:35:06,/api/products,GET,200,104,,06a6eb77,67.162.116.117
4545,2026-03-30 13:37:44,/api/auth/logout,PUT,200,55,,99e2e5b4,154.32.221.62
6816,2026-03-30 13:41:14,/api/orders,GET,201,274,,6f2a4107,52.199.69.250
2250,2026-03-30 13:43:28,/api/health,POST,200,13,,a0d8fa67,42.10.130.233
2292,2026-03-30 13:48:11,/api/notifications,POST,200,93,,7b79bc4d,174.249.121.18
3556,2026-03-30 13:52:16,/api/search,POST,204,421,,abea8fee,113.199.106.246
447,2026-03-30 14:00:20,/api/health,DELETE,200,10,,ba3e730d,75.9.37.133
4056,2026-03-30 14:02:41,/api/auth/logout,DELETE,200,75,,c7db6880,217.8.250.215
90,2026-03-30 14:04:35,/api/products,DELETE,201,118,,3be54260,103.38.205.111
4179,2026-03-30 14:10:33,/api/notifications,PUT,200,173,,6bc5021f,217.8.180.140
4768,2026-03-30 14:21:07,/api/auth/login,POST,401,253,Unauthorized,0297e988,72.168.25.4
6089,2026-03-30 14:24:10,/api/auth/logout,POST,404,85,Not Found,ce709bfa,181.184.80.181
10193,2026-03-30 14:27:03,/api/search,PUT,401,218,Unauthorized,cf3960de,142.84.57.154
4471,2026-03-30 14:29:17,/api/products,GET,200,44,,47d307d6,203.230.153.117
7210,2026-03-30 14:30:14,/api/products,POST,200,245,,e88276a3,193.197.127.162
4293,2026-03-30 14:32:00,/api/auth/logout,POST,500,107,Internal Server Error,b30e9b5e,23.65.10.129
8775,2026-03-30 14:39:32,/api/health,DELETE,200,50,,8b98b17a,71.151.191.16
5680,2026-03-30 14:42:56,/api/auth/login,DELETE,400,165,Bad Request,de3cebc5,162.124.98.147
176,2026-03-30 14:52:39,/api/orders,DELETE,404,131,Not Found,8c052cbd,139.128.1.108
2461,2026-03-30 14:54:27,/api/users,GET,200,143,,ae04a4d4,188.210.205.251
4481,2026-03-30 15:06:48,/api/auth/logout,DELETE,200,56,,fcd0f360,176.127.165.178
5188,2026-03-30 15:10:56,/api/health,POST,404,41,Not Found,f4020471,58.16.239.234
9061,2026-03-30 15:11:47,/api/auth/logout,PUT,200,152,,9141cd5e,150.142.255.7
8057,2026-03-30 15:22:25,/api/orders,POST,200,199,,89c7577b,63.98.173.111
509,2026-03-30 15:23:33,/api/auth/login,DELETE,204,419,,829ac022,101.106.247.9
7699,2026-03-30 15:26:28,/api/health,POST,201,16,,e679daa3,8.235.60.161
4557,2026-03-30 15:27:57,/api/auth/login,PUT,200,74,,093fd90d,11.70.184.105
4493,2026-03-30 15:29:21,/api/notifications,PUT,200,265,,89cf9bf8,11.114.65.84
5068,2026-03-30 15:30:14,/api/users,POST,201,339,,85656c5c,49.85.120.171
6967,2026-03-30 15:32:52,/api/search,DELETE,200,830,,eb9a0965,170.37.11.30
5608,2026-03-30 15:33:33,/api/products,GET,204,167,,c02a70a2,190.108.10.174
6767,2026-03-30 15:43:59,/api/auth/login,PUT,400,126,Bad Request,72590ae5,108.79.99.43
1998,2026-03-30 15:44:23,/api/products,GET,200,208,,68f6b6ab,218.135.179.253
575,2026-03-30 15:48:20,/api/auth/login,GET,201,323,,f307d8ac,46.66.226.119
7584,2026-03-30 15:51:07,/api/auth/login,GET,201,75,,9b46fe55,200.86.141.180
177,2026-03-30 15:58:16,/api/health,DELETE,201,38,,7fc33580,44.243.196.19
6097,2026-03-30 16:06:38,/api/auth/login,POST,500,199,Internal Server Error,0be6a799,196.39.23.55
1598,2026-03-30 16:14:20,/api/products,GET,400,237,Bad Request,e37ddf32,138.60.148.121
5714,2026-03-30 16:21:35,/api/payments,DELETE,200,506,,f42f3c04,146.160.209.191
9709,2026-03-30 16:23:53,/api/reports,POST,204,468,,3421a5f8,73.233.102.114
1903,2026-03-30 16:27:16,/api/auth/login,PUT,200,224,,f2b7746a,187.138.248.64
5610,2026-03-30 16:36:57,/api/users,GET,400,182,Bad Request,c039e89c,207.84.101.28
3839,2026-03-30 16:41:57,/api/users,PUT,200,231,,,148.61.0.247
5701,2026-03-30 16:46:07,/api/notifications,PUT,403,104,Forbidden,58b122cb,210.7.158.132
6560,2026-03-30 16:49:15,/api/users,POST,200,152,,59cbefac,82.172.244.83
7151,2026-03-30 16:50:20,/api/products,DELETE,200,94,,1edb4f30,39.204.255.118
1169,2026-03-30 16:58:54,/api/notifications,PUT,204,147,,25a166f3,119.64.117.178
808,2026-03-30 17:04:05,/api/payments,DELETE,500,975,Internal Server Error,fa9f7afb,158.183.41.249
5955,2026-03-30 17:04:51,/api/users,PUT,200,38,,fa62125a,45.4.225.13
7563,2026-03-30 17:06:56,/api/users,PUT,200,143,,f928d9fb,63.76.12.201
7187,2026-03-30 17:11:28,/api/payments,GET,404,217,Not Found,eceaf269,162.216.175.175
5359,2026-03-30 17:13:18,/api/auth/login,DELETE,200,381,,49d1bc44,134.246.117.125
2547,2026-03-30 17:26:41,/api/payments,DELETE,200,821,,90a304e8,26.57.133.34
8318,2026-03-30 17:32:09,/api/reports,DELETE,200,878,,0ef37c0c,48.3.195.166
6363,2026-03-30 17:40:51,/api/auth/logout,DELETE,200,44,,5cf77837,173.125.223.116
3455,2026-03-30 17:43:29,/api/reports,PUT,200,1056,,6672c25a,124.32.72.95
690,2026-03-30 17:43:52,/api/search,POST,200,724,,916a81d9,113.213.107.179
2141,2026-03-30 18:00:28,/api/search,PUT,401,741,Unauthorized,5f5501bd,165.144.54.38
6428,2026-03-30 18:00:47,/api/auth/logout,POST,200,98,,,121.228.3.74
8238,2026-03-30 18:00:59,/api/auth/login,DELETE,200,395,,13d06ee6,28.220.67.91
7606,2026-03-30 18:07:03,/api/auth/logout,GET,200,126,,80f0538b,152.242.200.205
2395,2026-03-30 18:11:13,/api/reports,PUT,200,873,,dd822038,129.62.125.49
5177,2026-03-30 18:25:40,/api/payments,GET,200,631,,821dd422,83.60.199.192
2940,2026-03-30 18:34:17,/api/auth/logout,DELETE,200,78,,b856d549,179.24.224.149
3318,2026-03-30 18:37:54,/api/health,DELETE,500,73,Internal Server Error,47a68665,37.43.112.31
5617,2026-03-30 18:46:12,/api/users,POST,200,295,,86785f0e,13.172.100.62
9046,2026-03-30 18:47:40,/api/auth/logout,GET,200,70,,8ef6dbf2,51.146.68.154
7167,2026-03-30 18:56:15,/api/users,POST,200,183,,9d1487b7,59.86.95.126
2473,2026-03-30 18:59:53,/api/users,PUT,404,193,Not Found,5a3faac4,173.205.53.57
3716,2026-03-30 19:02:07,/api/search,PUT,200,821,,e63b63da,21.91.2.116
5377,2026-03-30 19:02:10,/api/payments,POST,200,697,,cbb510fa,152.147.195.105
3321,2026-03-30 19:04:37,/api/health,DELETE,200,34,,afc8f6ab,66.52.129.148
5094,2026-03-30 19:07:06,/api/orders,PUT,200,266,,3bb1f645,131.178.102.246
7573,2026-03-30 19:08:15,/api/orders,GET,500,682,Internal Server Error,008bd57b,153.34.138.242
2230,2026-03-30 19:15:17,/api/orders,POST,200,426,,23feb997,187.48.68.211
9931,2026-03-30 19:19:24,/api/payments,PUT,201,379,,,51.84.121.5
9480,2026-03-30 19:21:41,/api/orders,DELETE,502,830,Bad Gateway,6c5a613b,213.77.195.184
7484,2026-03-30 19:24:42,/api/auth/login,POST,201,261,,ae33518f,30.105.125.3
8191,2026-03-30 19:26:07,/api/auth/login,PUT,200,287,,ab50c5ca,69.193.57.46
5126,2026-03-30 19:27:21,/api/auth/logout,POST,200,106,,b8ce3ac8,197.80.207.126
1101,2026-03-30 19:27:36,/api/auth/logout,POST,200,70,,10676c93,173.85.126.135
6138,2026-03-30 19:31:05,/api/notifications,POST,200,99,,b26afb08,135.112.255.21
13,2026-03-30 19:36:06,/api/products,DELETE,200,98,,b30d49e9,88.209.210.220
126,2026-03-30 19:46:02,/api/payments,PUT,204,530,,3311e061,115.37.250.73
9641,2026-03-30 19:47:04,/api/orders,POST,200,327,,cf8aed63,118.234.236.195
1171,2026-03-30 19:57:59,/api/payments,POST,200,343,,55f6bded,129.172.168.71
2377,2026-03-30 19:59:12,/api/reports,PUT,404,639,Not Found,dd931474,121.219.77.151
7113,2026-03-30 20:03:39,/api/notifications,PUT,200,129,,27fa03cd,75.145.89.15
5515,2026-03-30 20:03:51,/api/reports,GET,500,1343,Internal Server Error,d6223454,39.228.134.181
3654,2026-03-30 20:04:27,/api/reports,DELETE,201,490,,c393f118,119.87.136.6
8512,2026-03-30 20:08:23,/api/users,POST,200,243,,edc98257,218.166.214.206
3740,2026-03-30 20:11:01,/api/payments,PUT,200,443,,02e7d25b,222.219.247.13
6239,2026-03-30 20:12:07,/api/orders,GET,204,86,,e6de4b1e,91.119.98.199
1679,2026-03-30 20:27:07,/api/orders,POST,200,159,,25e49ba9,152.84.105.244
8890,2026-03-30 20:35:55,/api/orders,POST,200,330,,,217.53.124.193
7574,2026-03-30 20:37:44,/api/health,DELETE,201,33,,7d63f227,148.163.69.99
3615,2026-03-30 20:44:51,/api/orders,DELETE,404,453,Not Found,5dd5ed9c,180.120.241.27
10286,2026-03-30 20:51:50,/api/reports,GET,200,952,,aeb28a25,139.56.150.238
3612,2026-03-30 20:52:31,/api/search,PUT,200,698,,f07d10b7,10.232.96.190
6452,2026-03-30 20:52:37,/api/auth/logout,PUT,404,79,Not Found,9ff8d93f,197.255.220.110
6548,2026-03-30 20:54:25,/api/notifications,GET,400,150,Bad Request,77522430,131.125.214.178
3219,2026-03-30 20:55:19,/api/orders,DELETE,201,411,,6ed8ee51,109.47.130.220
9992,2026-03-30 20:57:36,/api/health,POST,404,43,Not Found,8c3964e8,66.187.133.73
10075,2026-03-30 21:01:31,/api/notifications,PUT,200,133,,,182.218.134.41
3794,2026-03-30 21:03:09,/api/products,POST,404,213,Not Found,,181.83.245.31
6071,2026-03-30 21:08:04,/api/search,DELETE,200,64,,8a7c69ad,157.86.224.93
8150,2026-03-30 21:11:49,/api/orders,POST,200,187,,137dc081,105.26.132.17
922,2026-03-30 21:28:13,/api/users,PUT,201,327,,654a1d31,69.239.131.189
9244,2026-03-30 21:34:51,/api/health,DELETE,200,42,,6f305a54,94.134.119.196
796,2026-03-30 21:35:31,/api/products,DELETE,404,315,Not Found,798a3889,163.92.34.76
189,2026-03-30 21:46:45,/api/payments,PUT,201,827,,233a2734,41.144.249.95
5082,2026-03-30 21:47:19,/api/orders,PUT,200,266,,75eef7a8,184.77.185.133
8620,2026-03-30 21:48:10,/api/notifications,PUT,200,111,,c11cf46a,105.167.196.166
3081,2026-03-30 21:50:37,/api/auth/logout,DELETE,201,138,,ff4c838f,141.77.132.62
8757,2026-03-30 21:52:57,/api/orders,PUT,200,466,,cdc8bcea,54.215.208.101
9763,2026-03-30 21:56:44,/api/auth/login,DELETE,200,296,,8a945e5c,141.88.202.223
2076,2026-03-30 22:01:42,/api/auth/logout,PUT,502,138,Bad Gateway,e91f9b9a,104.215.81.194
8182,2026-03-30 22:05:57,/api/auth/logout,DELETE,200,10,,e37c305e,200.106.245.212
1637,2026-03-30 22:07:37,/api/products,DELETE,200,184,,ad2fb073,205.41.179.135
1403,2026-03-30 22:07:50,/api/reports,DELETE,200,10,,9105bcec,83.178.229.170
741,2026-03-30 22:37:54,/api/products,DELETE,200,192,,a22c0e0e,138.163.69.213
4221,2026-03-30 22:38:09,/api/auth/logout,PUT,200,88,,8f8b6dba,98.194.213.245
10395,2026-03-30 22:45:19,/api/auth/login,DELETE,200,281,,8290d71b,149.115.49.230
2370,2026-03-30 22:52:50,/api/users,POST,200,279,,dccf5b07,23.129.196.128
2801,2026-03-30 22:53:48,/api/payments,PUT,201,737,,68351b42,170.211.216.30
5120,2026-03-30 23:01:48,/api/auth/login,PUT,200,219,,a593d13d,49.27.161.18
2870,2026-03-30 23:02:11,/api/reports,DELETE,200,923,,1981a85c,53.63.152.196
3308,2026-03-30 23:02:16,/api/payments,PUT,200,673,,,120.69.66.156
5316,2026-03-30 23:07:10,/api/health,POST,200,35,,5de57929,21.77.37.154
9961,2026-03-30 23:10:51,/api/reports,POST,200,622,,,148.100.106.7
1132,2026-03-30 23:12:58,/api/auth/logout,POST,404,118,Not Found,d799382f,99.147.167.125
5332,2026-03-30 23:18:29,/api/products,GET,200,179,,7cfcf636,121.135.107.72
9146,2026-03-30 23:18:38,/api/orders,POST,200,349,,b4ca27c3,68.42.213.44
3105,2026-03-30 23:31:51,/api/orders,GET,200,266,,b72f523a,69.178.161.182
6715,2026-03-30 23:37:55,/api/orders,PUT,200,332,,8c37cb4a,97.91.35.136
1078,2026-03-30 23:45:39,/api/notifications,PUT,200,257,,62d62227,207.146.223.136
9172,2026-03-30 23:49:41,/api/reports,POST,201,10,,fb6290cc,189.239.58.98
7470,2026-03-30 23:54:35,/api/notifications,GET,200,178,,,109.21.209.241
789,2026-03-30 23:55:14,/api/payments,POST,204,683,,a5d1cbba,154.81.128.220
8808,2026-03-30 23:57:02,/api/health,GET,200,22,,0d3b3123,102.66.101.186
1850,2026-03-31 00:01:59,/api/health,POST,200,13,,,3.16.205.95
10080,2026-03-31 00:03:05,/api/reports,DELETE,200,784,,eabb09e5,77.122.127.23
4940,2026-03-31 00:04:54,/api/search,POST,201,447,,8bf454d7,145.52.214.141
888,2026-03-31 00:07:34,/api/reports,PUT,500,1824,Internal Server Error,12bfecf5,117.165.168.241
8370,2026-03-31 00:08:00,/api/search,GET,200,635,,1b795189,108.39.110.17
9424,2026-03-31 00:11:05,/api/reports,DELETE,200,550,,5368dbb3,46.92.15.134
278,2026-03-31 00:14:37,/api/users,GET,200,294,,bd90fc1e,137.193.8.153
8175,2026-03-31 00:20:55,/api/payments,GET,200,401,,255ae1cd,105.187.137.191
1696,2026-03-31 00:21:05,/api/auth/login,DELETE,200,257,,398643bb,8.150.107.165
9412,2026-03-31 00:22:40,/api/notifications,GET,200,190,,f102affa,171.202.69.188
7908,2026-03-31 00:25:19,/api/orders,PUT,201,221,,6b11aa0c,27.14.47.64
3336,2026-03-31 00:30:16,/api/notifications,GET,200,199,,978e7ad9,178.145.238.6
9363,2026-03-31 00:36:20,/api/auth/login,GET,400,120,Bad Request,ba1ffd15,113.110.54.134
9754,2026-03-31 00:37:52,/api/health,DELETE,200,36,,286ed324,20.165.144.222
9704,2026-03-31 00:44:10,/api/orders,PUT,201,78,,69b098e1,79.106.83.117
8224,2026-03-31 00:51:27,/api/search,GET,200,10,,,149.108.158.18
7562,2026-03-31 00:55:04,/api/orders,GET,200,322,,af9fed7f,54.103.251.73
